package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
etoys,28500,0,1494,4817,0,285,32257,29994,95.01900380076015,
olpc-switch-desktop,153,0,5,12,0,2,187,158,96.83544303797468,LANGUAGE <LL@li.org>
sugar,234,0,0,92,0,0,302,234,100.0,LANGUAGE <LL@li.org>
sugar-abacus,1,0,23,1,0,23,8,24,4.166666666666666,LANGUAGE <LL@li.org>
sugar-base,0,0,5,0,0,5,0,5,0.0,LANGUAGE <LL@li.org>
sugar-browse,40,2,15,21,2,7,67,57,70.17543859649122,LANGUAGE <LL@li.org>
sugar-calculator,558,6,29,115,2,10,599,593,94.09780775716695,LANGUAGE <LL@li.org>
sugar-chat,24,0,26,11,0,22,26,50,48.0,LANGUAGE <LL@li.org>
sugar-clock,0,0,38,0,0,17,0,38,0.0,LANGUAGE <LL@li.org>
sugar-connect,31,0,0,8,0,0,32,31,100.0,LANGUAGE <LL@li.org>
sugar-finance,142,0,0,31,0,0,158,142,100.0,LANGUAGE <LL@li.org>
sugar-imageviewer,18,0,6,9,0,2,34,24,75.0,LANGUAGE <LL@li.org>
sugar-infoslicer,171,2,12,52,1,3,190,185,92.43243243243244,LANGUAGE <LL@li.org>
sugar-jukebox,7,0,0,5,0,0,18,7,100.0,LANGUAGE <LL@li.org>
sugar-labyrinth,0,0,62,0,0,26,0,62,0.0,LANGUAGE <LL@li.org>
sugar-log,97,2,0,19,2,0,107,99,97.97979797979798,LANGUAGE <LL@li.org>
sugar-measure,9,8,94,5,4,41,9,111,8.108108108108109,LANGUAGE <LL@li.org>
sugar-memorize,52,0,0,27,0,0,79,52,100.0,LANGUAGE <LL@li.org>
sugar-moon,55,35,1,26,5,1,79,91,60.43956043956044,Farsi AF <LL@li.org>
sugar-physics,13,0,9,13,0,9,18,22,59.09090909090909,LANGUAGE <LL@li.org>
sugar-pippy,47,0,15,15,0,7,60,62,75.80645161290323,LANGUAGE <LL@li.org>
sugar-playgo,0,0,85,0,0,30,0,85,0.0,LANGUAGE <LL@li.org>
sugar-read,25,0,0,16,0,0,26,25,100.0,LANGUAGE <LL@li.org>
sugar-ruler,0,0,5,0,0,5,0,5,0.0,LANGUAGE <LL@li.org>
sugar-surf,52,0,0,27,0,0,68,52,100.0,LANGUAGE <LL@li.org>
sugar-tamtam,2070,0,0,695,0,0,2342,2070,100.0,LANGUAGE <LL@li.org>
sugar-terminal,13,0,0,7,0,0,18,13,100.0,LANGUAGE <LL@li.org>
sugar-toolkit,0,0,59,0,0,28,0,59,0.0,LANGUAGE <LL@li.org>
sugar-turtleart,83,52,1073,59,32,264,115,1208,6.870860927152318,Dari <walter@sugarlabs.org>
sugar-view-slides,0,0,7,0,0,5,0,7,0.0,LANGUAGE <LL@li.org>
sugar-visualmatch,0,0,58,0,0,30,0,58,0.0,LANGUAGE <LL@li.org>
sugar-write,64,0,17,38,0,10,67,81,79.01234567901234,LANGUAGE <LL@li.org>
