package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
dippi,0,0,1183,0,0,205,0,1183,0.0,none
gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
golang-github-chai2010-gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
granite,0,0,498,0,0,118,0,498,0.0,
harvey,0,0,182,0,0,33,0,182,0.0,none
isomaster,7,1,666,6,1,100,8,674,1.0385756676557862,http://littlesvr.ca/ostd/
mingw-gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
origin,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
phd2,11173,0,811,1591,0,138,8942,11984,93.2326435246996,
regextester,0,0,104,0,0,31,0,104,0.0,none
