package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
cinnamon-translations,18,0,975,6,0,166,15,993,1.812688821752266,Meadow Mari <mhr@li.org>
deja-dup,7,0,1616,2,0,283,13,1623,0.43130006161429446,Mari (Meadow) <mhr@li.org>
iso-codes,129,8,849,107,2,313,119,986,13.08316430020284,Meadow Mari <https://hosted.weblate.org/projects/iso-codes/iso-3166-1/mhr/>
lightdm,0,0,163,0,0,21,0,163,0.0,Mari (Meadow) <mhr@li.org>
lightdm-gtk,10,0,79,7,0,18,12,89,11.235955056179774,Mari (Meadow) <mhr@li.org>
onboard,33,0,2285,9,0,501,31,2318,1.4236410698878343,Mari (Meadow) <mhr@li.org>
pidgin,12499,1239,271,2892,227,71,11559,14009,89.22121493325719,Mari <muter@lists.linux-ink.ru>
pyhoca-gui,0,0,1865,0,0,402,0,1865,0.0,none
python-django-mailman3,0,0,355,0,0,72,0,355,0.0,LANGUAGE <LL@li.org>
python-postorius,0,0,5054,0,0,631,0,5054,0.0,LANGUAGE <LL@li.org>
simple-scan,34,0,555,29,0,116,41,589,5.772495755517826,Mari (Meadow) <mhr@li.org>
slick-greeter,17,0,194,7,0,40,19,211,8.056872037914692,Mari (Meadow) <mhr@li.org>
