package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
akonadi-calendar-tools,196,170,92,51,35,17,235,458,42.79475982532751,Hindi <kde-i18n-doc@lists.kde.org>
akregator,793,473,627,221,126,88,1030,1893,41.89117802430005,Hindi <kde-i18n-doc@lists.kde.org>
ark,158,603,1221,56,128,187,199,1982,7.971745711402624,Hindi <kde-i18n-doc@lists.kde.org>
audiocd-kio,382,49,325,129,24,16,474,756,50.52910052910053,Hindi <kde-i18n-doc@lists.kde.org>
blinken,121,13,0,43,4,0,141,134,90.29850746268657,Hindi <kde-i18n-doc@lists.kde.org>
bovo,39,26,17,15,8,3,53,82,47.5609756097561,Hindi <kde-i18n-doc@lists.kde.org>
calendarsupport,423,609,1727,140,148,97,515,2759,15.331641899238853,Hindi <kde-i18n-doc@lists.kde.org>
calligra,9620,6165,12361,3065,1408,945,11181,28146,34.178924181055926,Hindi <kde-i18n-doc@lists.kde.org>
calligraplan,673,3554,5103,321,1126,592,774,9330,7.213290460878885,Hindi <kde-i18n-doc@lists.kde.org>
cervisia,1554,40,21,401,12,7,1937,1615,96.22291021671828,Hindi <kde-i18n-doc@lists.kde.org>
digikam,3147,22387,37932,926,6511,3135,3559,63466,4.958560489080767,Hindi <kde-i18n-doc@lists.kde.org>
dolphin,316,1267,5217,116,380,457,390,6800,4.647058823529412,Hindi <kde-i18n-doc@lists.kde.org>
gwenview,288,357,1446,144,137,176,364,2091,13.773314203730273,Hindi <kde-i18n-doc@lists.kde.org>
juk,545,380,527,150,146,53,646,1452,37.53443526170799,Hindi <kde-i18n-doc@lists.kde.org>
k3b,5039,1865,13241,1484,377,658,6164,20145,25.013651030032264,Hindi <kde-i18n-doc@lists.kde.org>
kalarm,2751,1804,3984,592,402,257,3096,8539,32.216887223328264,Hindi <kde-i18n-doc@lists.kde.org>
kalgebra,54,41,71,35,18,28,65,166,32.53012048192771,Hindi <kde-i18n-doc@lists.kde.org>
kalzium,1046,1723,6318,499,341,455,1147,9087,11.510949708374602,Hindi <kde-i18n-doc@lists.kde.org>
kamera,116,29,122,27,4,5,135,267,43.445692883895134,Hindi <kde-i18n-doc@lists.kde.org>
kanagram,187,195,145,68,32,44,224,527,35.483870967741936,Hindi <kde-i18n-doc@lists.kde.org>
kate,755,764,1977,209,199,274,914,3496,21.596109839816936,Hindi <kde-i18n-doc@lists.kde.org>
katomic,79,54,51,27,24,8,97,184,42.934782608695656,Hindi <kde-i18n-doc@lists.kde.org>
kblackbox,295,86,983,48,27,27,320,1364,21.627565982404693,Hindi <kde-i18n-doc@lists.kde.org>
kbounce,91,38,27,26,7,10,109,156,58.333333333333336,Hindi <kde-i18n-doc@lists.kde.org>
kbruch,365,449,533,109,56,33,427,1347,27.097253155159613,Hindi <kde-i18n-doc@lists.kde.org>
kcachegrind,382,35,726,156,10,17,442,1143,33.420822397200354,Hindi <kde-i18n-doc@lists.kde.org>
kcalc,450,251,414,207,97,89,477,1115,40.35874439461883,Hindi <kde-i18n-doc@lists.kde.org>
kcharselect,55,6,31,25,2,9,68,92,59.78260869565217,Hindi <kde-i18n-doc@lists.kde.org>
kcolorchooser,14,6,9,6,1,3,15,29,48.275862068965516,Hindi <kde-i18n-doc@lists.kde.org>
kcoloredit,174,37,67,71,12,12,198,278,62.589928057553955,Hindi <kde-i18n-doc@lists.kde.org>
kcron,145,170,121,89,79,23,157,436,33.25688073394495,Hindi <kde-i18n-doc@lists.kde.org>
kde-cli-tools,509,266,835,100,29,41,628,1610,31.614906832298136,Hindi <kde-i18n-doc@lists.kde.org>
kde-dev-utils,37,16,13,16,3,5,52,66,56.060606060606055,Hindi <indlinux-hindi@lists.sourceforge.net>
kdenetwork-filesharing,0,112,815,0,40,76,0,927,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kdepim-addons,28,185,449,9,42,57,32,662,4.229607250755287,Hindi <kde-i18n-doc@lists.kde.org>
kdevelop,241,76,389,83,25,56,248,706,34.13597733711048,Hindi <kde-i18n-doc@lists.kde.org>
kdf,138,16,23,55,9,7,174,177,77.96610169491525,Hindi <kde-i18n-doc@lists.kde.org>
kdialog,179,86,138,40,13,25,190,403,44.41687344913151,Hindi <kde-i18n-doc@lists.kde.org>
kdiamond,103,21,0,26,7,0,131,124,83.06451612903226,Hindi <kde-i18n-doc@lists.kde.org>
kdiff3,825,554,1880,242,158,199,1074,3259,25.314513654495247,Hindi <kde-i18n-doc@lists.kde.org>
kdnssd,12,15,6,3,3,2,11,33,36.36363636363637,Hindi <kde-i18n-doc@lists.kde.org>
keditbookmarks,341,87,42,96,34,3,445,470,72.5531914893617,Hindi <kde-i18n-doc@lists.kde.org>
kf5-calendarsupport,438,614,1727,144,150,97,532,2779,15.761065131342209,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kauth,0,4,69,0,1,7,0,73,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kcmutils,140,77,49,18,17,3,161,266,52.63157894736842,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kcodecs,0,55,315,0,36,17,0,370,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kcompletion,0,18,0,0,11,0,0,18,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kconfig,0,56,233,0,7,97,0,289,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kconfigwidgets,120,158,64,65,47,13,212,342,35.08771929824561,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kcontacts,138,10,29,95,2,11,149,177,77.96610169491525,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kcoreaddons,0,308,74,0,90,42,0,382,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kdeclarative,41,40,80,7,8,10,53,161,25.465838509316768,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kdelibs4support,639,829,3885,186,566,1792,743,5353,11.937231458994955,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kdesignerplugin,0,53,1,0,8,1,0,54,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kdnssd,0,3,0,0,3,0,0,3,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kglobalaccel,0,67,4,0,8,1,0,71,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kholidays,0,44,106,0,34,63,0,150,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-khtml,868,211,588,231,32,26,1028,1667,52.069586082783445,Hindi <kde-i18n-doc@lists.kde.org>
kf5-ki18n,42,80,2,42,66,2,42,124,33.87096774193548,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kidentitymanagement,18,1,163,9,1,14,22,182,9.89010989010989,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kinit,14,31,71,4,4,3,15,116,12.068965517241379,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kipi-plugins,87,84,812,33,26,103,101,983,8.850457782299085,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kitemviews,0,7,0,0,4,0,0,7,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kjobwidgets,0,115,18,0,36,2,0,133,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kjsembed,222,14,12,41,2,1,248,248,89.51612903225806,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kldap,104,28,95,39,8,14,113,227,45.81497797356828,Hindi <indlinux-hindi@lists.sourceforge.net>
kf5-kmailtransport,180,62,421,46,25,34,205,663,27.149321266968325,Hindi <kde-i18n-doc@lists.kde.org>
kf5-kmime,7,0,152,4,0,6,7,159,4.40251572327044,Hindi <kde-i18n-doc@lists.kde.org>
kf5-knewstuff,49,319,1263,20,124,87,59,1631,3.004291845493562,Hindi <kde-i18n-doc@lists.kde.org>
kf5-knotifications,0,21,0,0,8,0,0,21,0.0,Hindi <kde-i18n-doc@lists.kde.org>
kf5-knotifyconfig,34,9,86,12,3,2,40,129,26.356589147286826,Hindi <kde-i18n-doc@lists.kde.org>
