package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
deluge,0,0,4340,0,0,1333,0,4340,0.0,Inuktitut <iu@li.org>
dippi,0,0,1425,0,0,249,0,1425,0.0,none
elementary-code,0,0,1614,0,0,290,0,1614,0.0,LANGUAGE <LL@li.org>
elementary-files,0,0,2490,0,0,551,0,2490,0.0,LANGUAGE <LL@li.org>
elementary-icon-theme,0,0,394,0,0,78,0,394,0.0,none
elementary-mail,0,0,788,0,0,179,0,788,0.0,
elementary-music,0,0,205,0,0,37,0,205,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,44,0,0,10,0,44,0.0,none
gala,0,0,249,0,0,51,0,249,0.0,none
gnome-do,0,0,612,0,0,144,0,612,0.0,Inuktitut <iu@li.org>
granite,0,0,498,0,0,118,0,498,0.0,
granite-7,0,0,300,0,0,75,0,300,0.0,
harvey,0,0,182,0,0,33,0,182,0.0,none
iso-codes,32,11,946,25,3,397,28,989,3.2355915065722956,Inuktitut <https://hosted.weblate.org/projects/iso-codes/iso-3166-1/iu/>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
regextester,0,0,104,0,0,31,0,104,0.0,none
tuxpaint,1144,990,1629,242,106,113,649,3763,30.40127557799628,LANGUAGE <harveyginter@gmail.com>
tuxpaint-stamps,3082,135,32,777,20,8,2126,3249,94.85995690981841,
wingpanel,0,0,16,0,0,3,0,16,0.0,none
