package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
cinnamon-translations,1568,0,17637,557,0,3846,1477,19205,8.164540484248892,Oromo <om@li.org>
coin,0,0,252,0,0,50,0,252,0.0,none
dippi,0,0,1425,0,0,249,0,1425,0.0,none
dnf,1,70,4647,1,17,861,1,4718,0.0211954217888936,Oromo <https://translate.fedoraproject.org/projects/dnf/dnf-master/om/>
elementary-code,0,0,1614,0,0,290,0,1614,0.0,LANGUAGE <LL@li.org>
elementary-files,0,0,2490,0,0,551,0,2490,0.0,LANGUAGE <LL@li.org>
elementary-icon-theme,0,0,394,0,0,78,0,394,0.0,none
elementary-mail,0,0,788,0,0,179,0,788,0.0,
elementary-music,0,0,205,0,0,37,0,205,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,44,0,0,10,0,44,0.0,none
gala,0,0,249,0,0,51,0,249,0.0,none
granite,0,0,498,0,0,118,0,498,0.0,
granite-7,0,0,300,0,0,75,0,300,0.0,
harvey,0,0,182,0,0,33,0,182,0.0,none
libmatekbd,0,0,308,0,0,91,0,308,0.0,Oromo (http://www.transifex.com/mate/MATE/language/om/)
libreoffice,328885,15699,392387,43912,6146,41682,260759,736971,44.62658639213755,LANGUAGE <LL@li.org>
mate-control-center,22,0,3309,13,0,1140,29,3331,0.6604623236265386,Oromo (https://www.transifex.com/mate/teams/13566/om/)
mate-menu,6,0,302,5,0,105,6,308,1.948051948051948,Oromo (http://www.transifex.com/mate/MATE/language/om/)
mate-themes,0,0,74,0,0,23,0,74,0.0,Oromo (http://app.transifex.com/mate/MATE/language/om/)
nutty,0,0,608,0,0,152,0,608,0.0,
onboard,0,0,2318,0,0,510,0,2318,0.0,Oromo <om@li.org>
optimizer,0,0,282,0,0,75,0,282,0.0,none
regextester,0,0,104,0,0,31,0,104,0.0,none
wingpanel,0,0,16,0,0,3,0,16,0.0,none
