package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
dippi,0,0,1425,0,0,249,0,1425,0.0,none
elementary-code,0,0,1614,0,0,290,0,1614,0.0,LANGUAGE <LL@li.org>
elementary-files,0,0,2490,0,0,551,0,2490,0.0,LANGUAGE <LL@li.org>
elementary-icon-theme,0,0,394,0,0,78,0,394,0.0,none
elementary-mail,0,0,788,0,0,179,0,788,0.0,
elementary-music,0,0,205,0,0,37,0,205,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,44,0,0,10,0,44,0.0,none
gala,0,0,249,0,0,51,0,249,0.0,none
gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
golang-github-chai2010-gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
granite,0,0,498,0,0,118,0,498,0.0,
granite-7,0,0,300,0,0,75,0,300,0.0,
harvey,0,0,182,0,0,33,0,182,0.0,none
isomaster,7,1,666,6,1,100,8,674,1.0385756676557862,http://littlesvr.ca/ostd/
mingw-gettext,328,528,858,74,108,128,262,1714,19.1365227537923,LANGUAGE <LL@li.org>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
phd2,10892,0,2160,1570,0,254,8732,13052,83.4508121360711,
regextester,0,0,104,0,0,31,0,104,0.0,none
wingpanel,0,0,16,0,0,3,0,16,0.0,none
