package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
olpc-switch-desktop,158,0,0,14,0,0,110,158,100.0,LANGUAGE <LL@li.org>
sugar,2305,0,0,529,0,0,2224,2305,100.0,LANGUAGE <LL@li.org>
sugar-abacus,28,0,0,23,0,0,38,28,100.0,LANGUAGE <LL@li.org>
sugar-browse,167,46,121,50,1,20,150,334,50.0,LANGUAGE <LL@li.org>
sugar-calculator,774,0,92,156,0,13,870,866,89.37644341801386,LANGUAGE <LL@li.org>
sugar-chat,137,0,0,81,0,0,140,137,100.0,LANGUAGE <LL@li.org>
sugar-clock,66,0,0,21,0,0,755,66,100.0,LANGUAGE <LL@li.org>
sugar-colordeducto,109,0,0,23,0,0,98,109,100.0,LANGUAGE <LL@li.org>
sugar-deducto,107,0,0,23,0,0,94,107,100.0,LANGUAGE <LL@li.org>
sugar-distance,99,0,0,26,0,0,99,99,100.0,LANGUAGE <LL@li.org>
sugar-finance,256,2,0,62,1,0,236,258,99.2248062015504,LANGUAGE <LL@li.org>
sugar-flip,17,0,0,7,0,0,16,17,100.0,LANGUAGE <LL@li.org>
sugar-flipsticks,151,0,0,45,0,0,134,151,100.0,LANGUAGE <LL@li.org>
sugar-fototoon,139,0,0,48,0,0,129,139,100.0,LANGUAGE <LL@li.org>
sugar-fractionbounce,65,0,77,20,0,21,48,142,45.774647887323944,LANGUAGE <LL@li.org>
sugar-imageviewer,58,0,0,16,0,0,44,58,100.0,LANGUAGE <LL@li.org>
sugar-implode,77,0,0,20,0,0,54,77,100.0,LANGUAGE <LL@li.org>
sugar-jukebox,69,0,0,22,0,0,72,69,100.0,LANGUAGE <LL@li.org>
sugar-locosugar,74,0,0,12,0,0,62,74,100.0,LANGUAGE <LL@li.org>
sugar-log,98,0,0,21,0,0,83,98,100.0,LANGUAGE <LL@li.org>
sugar-maze,7,0,0,4,0,0,8,7,100.0,LANGUAGE <LL@li.org>
sugar-measure,155,0,0,73,0,0,204,155,100.0,LANGUAGE <LL@li.org>
sugar-memorize,142,0,0,74,0,0,163,142,100.0,LANGUAGE <LL@li.org>
sugar-nutrition,192,0,0,91,0,0,181,192,100.0,LANGUAGE <LL@li.org>
sugar-paint,106,0,0,61,0,0,120,106,100.0,LANGUAGE <LL@li.org>
sugar-physics,48,0,0,28,0,0,72,48,100.0,LANGUAGE <LL@li.org>
sugar-pippy,99,0,183,27,0,41,69,282,35.1063829787234,LANGUAGE <LL@li.org>
sugar-playgo,85,0,0,30,0,0,104,85,100.0,LANGUAGE <LL@li.org>
sugar-portfolio,73,0,0,25,0,0,82,73,100.0,LANGUAGE <LL@li.org>
sugar-pukllanapac,10,0,0,5,0,0,12,10,100.0,LANGUAGE <LL@li.org>
sugar-read,122,0,15,46,0,4,107,137,89.05109489051095,LANGUAGE <LL@li.org>
sugar-recall,47,0,0,9,0,0,42,47,100.0,LANGUAGE <LL@li.org>
sugar-record,62,0,0,24,0,0,66,62,100.0,LANGUAGE <LL@li.org>
sugar-speak,227,0,0,74,0,0,219,227,100.0,LANGUAGE <LL@li.org>
sugar-srilanka,459,0,0,197,0,0,544,459,100.0,LANGUAGE <LL@li.org>
sugar-stopwatch,5,0,0,5,0,0,10,5,100.0,LANGUAGE <LL@li.org>
sugar-story,24,0,0,11,0,0,24,24,100.0,LANGUAGE <LL@li.org>
sugar-terminal,6,0,115,4,0,22,5,121,4.958677685950414,LANGUAGE <LL@li.org>
sugar-toolkit-gtk3,161,0,52,112,0,11,245,213,75.5868544600939,LANGUAGE <LL@li.org>
sugar-turtleart,1574,0,0,478,0,0,1735,1574,100.0,LANGUAGE <LL@li.org>
sugar-typing-turtle,599,0,0,127,0,0,524,599,100.0,LANGUAGE <LL@li.org>
sugar-words,3,0,0,3,0,0,4,3,100.0,LANGUAGE <LL@li.org>
sugar-write,121,0,0,55,0,0,120,121,100.0,LANGUAGE <LL@li.org>
sugar-xoeditor,29,0,0,7,0,0,21,29,100.0,LANGUAGE <LL@li.org>
