package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
anaconda,1,0,8016,1,0,1352,1,8017,0.012473493825620557,Tibetan (http://www.transifex.com/projects/p/anaconda/language/bo/)
android-tools,0,0,7678,0,0,1078,0,7678,0.0,Tibetan <trans-bo@lists.fedoraproject.org>
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
console-setup,503,51,430,124,11,44,246,984,51.117886178861795,bo <translation-team-bo@lists.sourceforge.net>
deepin-daemon,1139,0,13,251,0,3,276,1152,98.87152777777779,Tibetan (https://www.transifex.com/linuxdeepin/teams/3617/bo/)
deja-dup,0,0,1623,0,0,285,0,1623,0.0,Tibetan <bo@li.org>
dippi,0,0,397,0,0,53,0,397,0.0,none
duplicity,0,0,2215,0,0,319,0,2215,0.0,Tibetan <bo@li.org>
elementary-capnet-assist,0,0,81,0,0,14,0,81,0.0,none
elementary-code,2,48,1558,2,2,303,2,1608,0.12437810945273632,Tibetan <https://l10n.elementary.io/projects/code/code/bo/>
elementary-files,0,0,3513,0,0,649,0,3513,0.0,LANGUAGE <LL@li.org>
elementary-greeter,0,0,200,0,0,45,0,200,0.0,
elementary-icon-theme,0,0,263,0,0,72,0,263,0.0,none
elementary-mail,0,0,658,0,0,153,0,658,0.0,
elementary-music,0,0,1205,0,0,354,0,1205,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,36,0,0,10,0,36,0.0,none
elementary-photos,0,0,4011,0,0,818,0,4011,0.0,LANGUAGE <LL@li.org>
elementary-screenshot-tool,0,0,248,0,0,60,0,248,0.0,LANGUAGE <LL@li.org>
elementary-settings-daemon,0,0,26,0,0,4,0,26,0.0,none
elementary-shortcut-overlay,0,0,130,0,0,45,0,130,0.0,none
elementary-sideload,0,0,319,0,0,61,0,319,0.0,none
elementary-tasks,0,0,364,0,0,77,0,364,0.0,none
elementary-terminal,0,0,643,0,0,117,0,643,0.0,
elementary-theme,0,0,63,0,0,10,0,63,0.0,none
elementary-videos,0,0,391,0,0,96,0,391,0.0,
entangle,0,0,953,0,0,229,0,953,0.0,Tibetan
fragments,0,0,2006,0,0,526,0,2006,0.0,Tibetan (https://www.transifex.com/transmissionbt/teams/33778/bo/)
gala,0,0,358,0,0,73,0,358,0.0,none
granite,0,0,498,0,0,118,0,498,0.0,
harvey,0,0,182,0,0,33,0,182,0.0,none
initial-setup,0,0,33,0,0,7,0,33,0.0,Tibetan
lightdm,0,0,163,0,0,21,0,163,0.0,Tibetan <bo@li.org>
lightdm-gtk,0,0,89,0,0,25,0,89,0.0,Tibetan <bo@li.org>
mingw-libvirt-glib,0,0,158,0,0,31,0,158,0.0,Tibetan (http://www.transifex.com/projects/p/libvirt-glib/language/bo/)
nautilus,6259,823,321,1031,115,46,2219,7403,84.54680534918276,Tibetan <bo@li.org>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
pantheon-agent-geoclue2,0,0,101,0,0,18,0,101,0.0,LANGUAGE <LL@li.org>
pantheon-agent-polkit,0,0,56,0,0,16,0,56,0.0,LANGUAGE <LL@li.org>
policycoreutils,0,0,7678,0,0,1078,0,7678,0.0,Tibetan <trans-bo@lists.fedoraproject.org>
pyhoca-gui,0,0,1865,0,0,402,0,1865,0.0,none
python-fedora,0,0,214,0,0,29,0,214,0.0,Tibetan
python-meh,0,0,109,0,0,23,0,109,0.0,Tibetan
simple-scan,325,0,264,87,0,58,208,589,55.178268251273344,Tibetan <bo@li.org>
slick-greeter,0,0,211,0,0,47,0,211,0.0,Tibetan <bo@li.org>
sugar-toolkit-gtk3,25,11,177,21,8,94,23,213,11.737089201877934,LANGUAGE <LL@li.org>
switchboard,0,0,124,0,0,26,0,124,0.0,LANGUAGE <LL@li.org>
switchboard-plug-a11y,0,0,180,0,0,47,0,180,0.0,LANGUAGE <LL@li.org>
switchboard-plug-about,0,0,383,0,0,85,0,383,0.0,LANGUAGE <LL@li.org>
switchboard-plug-applications,0,0,227,0,0,63,0,227,0.0,none
switchboard-plug-bluetooth,0,0,206,0,0,53,0,206,0.0,none
switchboard-plug-display,0,0,182,0,0,62,0,182,0.0,LANGUAGE <LL@li.org>
switchboard-plug-keyboard,0,0,636,0,0,214,0,636,0.0,none
switchboard-plug-mouse-touchpad,0,0,282,0,0,92,0,282,0.0,none
switchboard-plug-networking,0,0,522,0,0,145,0,522,0.0,
switchboard-plug-notifications,0,0,142,0,0,21,0,142,0.0,none
switchboard-plug-onlineaccounts,0,0,322,0,0,76,0,322,0.0,none
switchboard-plug-pantheon-shell,0,0,336,0,0,110,0,336,0.0,
switchboard-plug-printers,0,0,362,0,0,144,0,362,0.0,LANGUAGE <LL@li.org>
switchboard-plug-sharing,0,0,141,0,0,32,0,141,0.0,none
switchboard-plug-sound,0,0,193,0,0,57,0,193,0.0,
transmission,0,0,1998,0,0,523,0,1998,0.0,Tibetan (https://www.transifex.com/transmissionbt/teams/33778/bo/)
tuxpaint,61,43,1644,58,22,238,110,1748,3.4897025171624714,none
wingpanel,0,0,19,0,0,4,0,19,0.0,none
wingpanel-applications-menu,0,0,415,0,0,115,0,415,0.0,
wingpanel-indicator-bluetooth,0,0,78,0,0,29,0,78,0.0,none
wingpanel-indicator-datetime,0,0,177,0,0,36,0,177,0.0,
wingpanel-indicator-keyboard,0,0,53,0,0,16,0,53,0.0,
wingpanel-indicator-network,0,0,131,0,0,41,0,131,0.0,none
wingpanel-indicator-nightlight,0,0,45,0,0,12,0,45,0.0,
wingpanel-indicator-notifications,0,0,101,0,0,30,0,101,0.0,none
wingpanel-indicator-power,0,0,191,0,0,52,0,191,0.0,none
wingpanel-indicator-session,0,0,108,0,0,27,0,108,0.0,none
