package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
atril,58,0,2267,32,0,480,78,2325,2.4946236559139785,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
audacity,266,0,17391,172,0,3961,277,17657,1.5064846802967662,Piemontese (http://www.transifex.com/klyok/audacity/language/pms/)
caja,59,0,10097,40,0,1556,62,10156,0.5809373769200473,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
caja-extensions,8,0,837,6,0,175,8,845,0.9467455621301776,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
deluge,0,0,4390,0,0,1341,0,4390,0.0,Piemontese <pms@li.org>
engrampa,16,0,2010,14,0,404,18,2026,0.7897334649555774,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
eom,152,0,1627,56,0,285,177,1779,8.544125913434513,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
libmatekbd,0,0,0,0,0,0,0,0,0.0,
mate-applets,19,0,3559,18,0,666,21,3578,0.5310229178311906,Piemontese (https://www.transifex.com/mate/teams/13566/pms/)
mate-calc,137,0,3190,107,0,644,138,3327,4.117823865344153,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-control-center,27,4,3307,23,2,1145,29,3338,0.8088675853804673,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-icon-theme,4,0,0,2,0,0,6,4,100.0,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-media,17,0,227,12,0,88,17,244,6.967213114754098,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-menu,12,0,296,12,0,98,13,308,3.896103896103896,Piemontese (http://www.transifex.com/mate/MATE/language/pms/)
mate-menus,1,0,102,1,0,38,1,103,0.9708737864077669,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-panel,24,0,5629,21,0,696,25,5653,0.42455333451264815,Piemontese (https://www.transifex.com/mate/teams/13566/pms/)
mate-power-manager,5,0,2655,4,0,408,5,2660,0.18796992481203006,Piemontese (http://www.transifex.com/mate/MATE/language/pms/)
mate-sensors-applet,8,0,305,8,0,101,9,313,2.5559105431309903,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-session-manager,8,0,709,7,0,126,8,717,1.1157601115760112,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-settings-daemon,8,0,2195,7,0,311,8,2203,0.3631411711302769,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-system-monitor,16,0,1543,11,0,321,19,1559,1.0262989095574084,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-terminal,23,0,4701,19,0,526,26,4724,0.48687552921253174,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-themes,0,0,74,0,0,23,0,74,0.0,Piemontese (http://app.transifex.com/mate/MATE/language/pms/)
mate-user-guide,5,0,1,2,0,1,5,6,83.33333333333334,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mate-utils,38,0,3682,23,0,626,42,3720,1.021505376344086,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
mozo,3,0,43,3,0,21,3,46,6.521739130434782,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
pluma,97,0,5610,65,0,1384,116,5707,1.6996670755212897,Piemontese (https://app.transifex.com/mate/teams/13566/pms/)
python-caja,6,0,0,2,0,0,5,6,100.0,Piemontese (https://www.transifex.com/mate/teams/13566/pms/)
