package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
cinnamon-translations,4,0,7529,1,0,1883,4,7533,0.05309969467675561,English (South Africa) <en_ZA@li.org>
elementary-calculator,0,0,174,0,0,62,0,174,0.0,none
elementary-calendar,0,0,670,0,0,233,0,670,0.0,none
elementary-icon-theme,0,0,349,0,0,63,0,349,0.0,none
elementary-notifications,0,0,42,0,0,9,0,42,0.0,none
elementary-settings-daemon,0,0,303,0,0,70,0,303,0.0,none
gala,0,0,319,0,0,67,0,319,0.0,none
granite-7,0,0,596,0,0,112,0,596,0.0,none
libreoffice,306535,15057,459325,41517,5576,50063,305987,780917,39.253211288779724,LANGUAGE <LL@li.org>
wingpanel,2,0,55,1,0,9,2,57,3.508771929824561,none
wingpanel-indicator-bluetooth,0,0,80,0,0,30,0,80,0.0,none
wingpanel-indicator-datetime,0,0,103,0,0,25,0,103,0.0,none
wingpanel-indicator-keyboard,0,0,56,0,0,17,0,56,0.0,none
