package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
atril,33,0,1759,12,0,401,46,1792,1.8415178571428572,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
caja,30,0,9326,29,0,1488,43,9356,0.32064985036340315,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
caja-extensions,2,0,568,2,0,129,2,570,0.3508771929824561,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
calamares,0,0,443,0,0,84,0,443,0.0,Spanish (Puerto Rico) (https://www.transifex.com/calamares/teams/20061/es_PR/)
engrampa,9,0,1937,9,0,346,21,1946,0.4624871531346352,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
eom,18,0,1705,17,0,306,31,1723,1.044689495066744,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
libgweather,662,0,0,234,0,0,733,662,100.0,Spanish <gnome-es-list@gnome.org>
libmatekbd,1,0,250,1,0,42,1,251,0.398406374501992,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
libmateweather,375,0,124,164,0,19,440,499,75.1503006012024,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
marco,5,0,4143,3,0,410,5,4148,0.1205400192864031,Spanish (Puerto Rico) (http://www.transifex.com/mate/MATE/language/es_PR/)
mate-applets,1665,0,12185,390,0,966,2196,13850,12.021660649819495,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-calc,8,0,1363,8,0,412,20,1371,0.5835156819839533,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-control-center,29,0,2629,23,0,605,42,2658,1.09104589917231,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-icon-theme,1,0,3,1,0,1,1,4,25.0,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-media,12,0,214,11,0,85,13,226,5.3097345132743365,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-menu,17,0,299,15,0,103,19,316,5.379746835443038,Spanish (Puerto Rico) (http://www.transifex.com/mate/MATE/language/es_PR/)
mate-menus,3,0,94,3,0,34,3,97,3.0927835051546393,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-panel,63,0,6469,44,0,716,114,6532,0.964482547458665,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-power-manager,15,0,5231,14,0,567,41,5246,0.28593213877239804,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-sensors-applet,11,0,2204,11,0,213,36,2215,0.4966139954853273,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-session-manager,4,0,677,4,0,110,4,681,0.5873715124816447,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-settings-daemon,43,0,1721,6,0,247,45,1764,2.437641723356009,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-system-monitor,23,0,4307,18,0,587,52,4330,0.5311778290993071,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-terminal,14,0,8439,13,0,777,40,8453,0.16562167277889506,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-themes,0,0,60,0,0,12,0,60,0.0,Spanish (Puerto Rico) (http://www.transifex.com/mate/MATE/language/es_PR/)
mate-user-guide,1,0,4,1,0,1,1,5,20.0,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mate-utils,25,0,8133,17,0,919,77,8158,0.3064476587398872,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
mozo,1,0,41,1,0,15,1,42,2.380952380952381,Spanish (Puerto Rico) (https://www.transifex.com/mate/teams/13566/es_PR/)
visualboyadvance-m,0,0,2253,0,0,825,0,2253,0.0,Spanish (Puerto Rico) (http://www.transifex.com/bgk/vba-m/language/es_PR/)
