package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
0ad,300,0,0,56,0,0,432,300,100.0,"Gaelic, Scottish (http://www.transifex.com/wildfire-games/0ad/language/gd/)"
NetworkManager,782,2934,25478,120,497,1634,1041,29194,2.6786325957388506,Fòram na Gàidhlig
abattis-cantarell-fonts,27,0,0,3,0,0,37,27,100.0,Scottish Gaelic <gd@li.org>
appstream,754,426,5905,174,54,550,904,7085,10.642201834862385,Gaelic <https://hosted.weblate.org/projects/appstream/translations/gd/>
at-spi2-core,450,0,0,171,0,0,489,450,100.0,Fòram na Gàidhlig
baobab,246,0,0,64,0,0,324,246,100.0,Fòram na Gàidhlig
bookworm,0,0,795,0,0,149,0,795,0.0,
brasero,5549,0,0,969,0,0,7066,5549,100.0,Fòram na Gàidhlig
budgie-control-center,4162,0,2439,1212,0,558,5490,6601,63.051052870777156,"Gaelic, Scottish (https://app.transifex.com/buddiesofbudgie/teams/129844/gd/)"
budgie-screensaver,270,0,0,54,0,0,361,270,100.0,Fòram na Gàidhlig
budgie-session,364,0,0,58,0,0,477,364,100.0,Fòram na Gàidhlig
caja,909,0,9247,190,0,1406,1095,10156,8.95037416305632,"Gaelic, Scottish (https://app.transifex.com/mate/teams/13566/gd/)"
cinnamon-translations,12864,0,8207,3083,0,1663,17886,21071,61.05073323525224,Fòram na Gàidhlig
deja-dup,978,0,645,184,0,101,1409,1623,60.258780036968574,Fòram na Gàidhlig
dialog,25,0,0,23,0,0,44,25,100.0,Scottish Gaelic <fios@foramnagaidhlig.net>
dippi,0,0,1537,0,0,254,0,1537,0.0,none
dnf,0,0,3887,0,0,781,0,3887,0.0,English (Gaidhlig) ()
elementary-code,0,0,1597,0,0,309,0,1597,0.0,LANGUAGE <LL@li.org>
elementary-files,0,0,2606,0,0,561,0,2606,0.0,LANGUAGE <LL@li.org>
elementary-icon-theme,0,0,349,0,0,63,0,349,0.0,none
elementary-mail,0,0,861,0,0,207,0,861,0.0,
elementary-music,0,0,231,0,0,45,0,231,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,40,0,0,8,0,40,0.0,none
elementary-photos,0,0,2862,0,0,662,0,2862,0.0,LANGUAGE <LL@li.org>
elementary-screenshot,0,0,128,0,0,37,0,128,0.0,LANGUAGE <LL@li.org>
engrampa,29,0,1997,14,0,404,54,2026,1.4313919052319843,"Gaelic, Scottish (https://app.transifex.com/mate/teams/13566/gd/)"
enigma,10412,0,0,1087,0,0,11910,10412,100.0,"Gaelic, Scottish (http://www.transifex.com/michtrz/enigma/language/gd/)"
eog,1675,0,0,327,0,0,2167,1675,100.0,Fòram na Gàidhlig
eom,12,0,1767,8,0,333,15,1779,0.6745362563237773,"Gaelic, Scottish (https://app.transifex.com/mate/teams/13566/gd/)"
evince,1664,0,0,392,0,0,2129,1664,100.0,Fòram na Gàidhlig
file-roller,1200,0,0,274,0,0,1551,1200,100.0,Fòram na Gàidhlig
flare,9075,0,1,1744,0,1,10410,9076,99.9889819303658,"Gaelic, Scottish (https://www.transifex.com/flareorg/teams/84925/gd/)"
flare-engine,1923,0,0,517,0,0,2434,1923,100.0,"Gaelic, Scottish (https://www.transifex.com/flareorg/teams/84925/gd/)"
folder-color-switcher,51,0,14,22,0,1,58,65,78.46153846153847,Gaelic; Scottish <gd@li.org>
freeciv,56095,33048,30928,5905,2853,1797,70786,120071,46.718191736555866,Akerbeltz
gala,0,0,319,0,0,67,0,319,0.0,none
gdm,629,0,0,88,0,0,851,629,100.0,Fòram na Gàidhlig
gedit,4267,0,0,721,0,0,6000,4267,100.0,Fòram na Gàidhlig
gimp,13940,790,762,3391,177,177,18222,15492,89.98192615543506,Fòram na Gàidhlig
glib-networking,163,0,0,29,0,0,214,163,100.0,Fòram na Gàidhlig
glib2,400,0,6556,149,0,958,516,6956,5.750431282346176,Fòram na Gàidhlig
gnome-bluetooth,373,0,0,111,0,0,493,373,100.0,Fòram na Gàidhlig
gnome-bluetooth3.34,373,0,0,111,0,0,493,373,100.0,Fòram na Gàidhlig
gnome-calculator,1584,0,0,574,0,0,1836,1584,100.0,Fòram na Gàidhlig
gnome-calendar,866,0,0,273,0,0,1299,866,100.0,Fòram na Gàidhlig
gnome-characters,186,0,0,58,0,0,246,186,100.0,Fòram na Gàidhlig
gnome-clocks,283,0,0,100,0,0,369,283,100.0,Fòram na Gàidhlig
gnome-color-manager,1796,0,0,345,0,0,2183,1796,100.0,Fòram na Gàidhlig
gnome-contacts,417,0,0,144,0,0,591,417,100.0,Fòram na Gàidhlig
gnome-control-center,3965,995,1657,1157,342,255,5252,6617,59.921414538310415,Fòram na Gàidhlig
gnome-desktop3,146,0,0,23,0,0,198,146,100.0,Fòram na Gàidhlig
gnome-dictionary,664,0,0,141,0,0,849,664,100.0,Fòram na Gàidhlig
gnome-disk-utility,3820,0,0,713,0,0,5126,3820,100.0,Fòram na Gàidhlig
gnome-extensions-app,1594,464,785,355,134,140,2359,2843,56.06753429475906,Fòram na Gàidhlig
gnome-font-viewer,113,0,0,29,0,0,153,113,100.0,Fòram na Gàidhlig
gnome-icon-theme,4,0,0,2,0,0,4,4,100.0,Gaelic; Scottish <gd@li.org>
gnome-initial-setup,849,0,0,122,0,0,1008,849,100.0,Fòram na Gàidhlig
gnome-keyring,509,0,0,103,0,0,703,509,100.0,Fòram na Gàidhlig
gnome-logs,376,0,0,122,0,0,453,376,100.0,Fòram na Gàidhlig
gnome-maps,986,21,179,250,3,51,1285,1186,83.13659359190557,Fòram na Gàidhlig
gnome-menus,70,0,0,27,0,0,80,70,100.0,Gaelic; Scottish <gd@li.org>
gnome-music,528,0,0,113,0,0,732,528,100.0,Fòram na Gàidhlig
gnome-online-accounts,658,0,0,146,0,0,903,658,100.0,Fòram na Gàidhlig
gnome-photos,473,0,0,198,0,0,661,473,100.0,Fòram na Gàidhlig
gnome-power-manager,489,0,0,151,0,0,618,489,100.0,Fòram na Gàidhlig
gnome-screenshot,457,0,0,80,0,0,595,457,100.0,Fòram na Gàidhlig
gnome-session,364,0,0,58,0,0,477,364,100.0,Fòram na Gàidhlig
gnome-settings-daemon,1325,0,1334,272,0,112,1944,2659,49.8307634449041,Fòram na Gàidhlig
gnome-shell,1594,464,785,355,134,140,2359,2843,56.06753429475906,Fòram na Gàidhlig
gnome-shell-extensions,323,0,0,63,0,0,413,323,100.0,Fòram na Gàidhlig
gnome-shell-frippery,1,0,0,1,0,0,1,1,100.0,
gnome-software,3709,0,0,767,0,0,4955,3709,100.0,Fòram na Gàidhlig
gnome-system-monitor,1462,0,0,313,0,0,2024,1462,100.0,Fòram na Gàidhlig
gnome-terminal,2585,0,0,492,0,0,3283,2585,100.0,Fòram na Gàidhlig
gnome-themes-extra,15,0,0,6,0,0,18,15,100.0,Fòram na Gàidhlig
gnome-user-share,52,0,0,10,0,0,63,52,100.0,Fòram na Gàidhlig
gnome-weather,191,0,0,41,0,0,248,191,100.0,Fòram na Gàidhlig
gparted,2930,0,4944,551,0,291,3835,7874,37.21107442214884,Fòram na Gàidhlig http://www.foramnagaidhlig.net
granite,0,0,498,0,0,118,0,498,0.0,
granite-7,0,0,596,0,0,112,0,596,0.0,
gspell,76,0,0,31,0,0,111,76,100.0,Scottish Gaelic <gd@li.org>
gtk-vnc,8,0,0,3,0,0,12,8,100.0,Fòram na Gàidhlig http://www.foramnagaidhlig.net
gtk3,16045,0,0,3599,0,0,20263,16045,100.0,Fòram na Gàidhlig
gtk4,3869,0,0,1372,0,0,4975,3869,100.0,Fòram na Gàidhlig
harvey,0,0,216,0,0,38,0,216,0.0,none
isomaster,9,0,665,9,0,98,12,674,1.3353115727002967,http://littlesvr.ca/ostd/
kactivitymanagerd,9,6,0,4,3,0,9,15,60.0,Fòram na Gàidhlig
kf5-baloo,279,161,207,60,29,44,306,647,43.12210200927357,Fòram na Gàidhlig
kf5-kauth,39,34,0,5,3,0,48,73,53.42465753424658,Fòram na Gàidhlig
kf5-kbookmarks,127,91,12,27,21,1,160,230,55.21739130434783,Fòram na Gàidhlig
kf5-kcmutils,182,49,35,21,4,13,280,266,68.42105263157895,Fòram na Gàidhlig
kf5-kcodecs,233,137,0,48,5,0,287,370,62.972972972972975,Fòram na Gàidhlig
kf5-kcompletion,15,3,0,9,2,0,19,18,83.33333333333334,Fòram na Gàidhlig
kf5-kconfig,239,21,29,92,3,9,323,289,82.69896193771626,Fòram na Gàidhlig
kf5-kconfigwidgets,305,20,17,108,8,9,419,342,89.18128654970761,Fòram na Gàidhlig
kf5-kcoreaddons,204,85,93,70,13,49,213,382,53.403141361256544,Fòram na Gàidhlig
kf5-kdbusaddons,48,0,0,6,0,0,63,48,100.0,Fòram na Gàidhlig
kf5-kdeclarative,97,0,64,12,0,13,111,161,60.24844720496895,Fòram na Gàidhlig
kf5-kdelibs4support,4813,319,221,2364,105,75,6854,5353,89.91219876704652,Fòram na Gàidhlig
kf5-kdesignerplugin,54,0,0,9,0,0,72,54,100.0,Fòram na Gàidhlig
kf5-kdesu,19,0,0,7,0,0,20,19,100.0,Fòram na Gàidhlig
kf5-kdnssd,3,0,0,3,0,0,3,3,100.0,Fòram na Gàidhlig
kf5-kdoctools,8,0,0,4,0,0,18,8,100.0,Fòram na Gàidhlig
kf5-kfilemetadata,72,47,180,48,26,61,92,299,24.08026755852843,Fòram na Gàidhlig
kf5-kglobalaccel,59,12,0,8,1,0,62,71,83.09859154929578,Fòram na Gàidhlig
kf5-khtml,1575,92,0,285,4,0,1960,1667,94.48110377924415,Fòram na Gàidhlig
kf5-ki18n,123,1,0,109,1,0,125,124,99.19354838709677,Fòram na Gàidhlig
kf5-kiconthemes,11,16,14,10,4,5,12,41,26.82926829268293,Fòram na Gàidhlig
kf5-kinit,113,3,0,10,1,0,130,116,97.41379310344827,Fòram na Gàidhlig
kf5-kitemviews,0,7,0,0,4,0,0,7,0.0,Fòram na Gàidhlig
kf5-kjobwidgets,123,6,4,36,1,1,204,133,92.4812030075188,Fòram na Gàidhlig
kf5-kjsembed,248,0,0,44,0,0,339,248,100.0,Fòram na Gàidhlig
kf5-knewstuff,346,122,1163,84,51,96,473,1631,21.213979153893316,Fòram na Gàidhlig
kf5-knotifications,10,9,2,2,5,1,14,21,47.61904761904761,Fòram na Gàidhlig
kf5-knotifyconfig,129,0,0,17,0,0,150,129,100.0,Fòram na Gàidhlig
kf5-kpackage,317,107,28,61,8,4,419,452,70.13274336283186,Fòram na Gàidhlig
kf5-kparts,104,0,34,26,0,4,130,138,75.36231884057972,Fòram na Gàidhlig
kf5-kpeople,13,0,0,8,0,0,14,13,100.0,Fòram na Gàidhlig
kf5-kpty,15,0,0,4,0,0,20,15,100.0,Fòram na Gàidhlig
kf5-kross,100,0,0,35,0,0,142,100,100.0,Fòram na Gàidhlig
kf5-kservice,167,0,6,27,0,1,225,173,96.53179190751445,Fòram na Gàidhlig
kf5-ktextwidgets,459,1,13,121,1,8,693,473,97.04016913319239,Fòram na Gàidhlig
kf5-kunitconversion,2123,919,2715,821,382,1280,3111,5757,36.87684557929477,Fòram na Gàidhlig
kf5-kwallet,1348,112,0,106,4,0,1556,1460,92.32876712328768,Fòram na Gàidhlig
kf5-kwindowsystem,2,0,0,1,0,0,2,2,100.0,Fòram na Gàidhlig
kf5-kxmlgui,1009,477,88,135,79,16,1241,1574,64.10419313850063,Fòram na Gàidhlig
kf5-kxmlrpcclient,13,0,0,2,0,0,15,13,100.0,Fòram na Gàidhlig
kf5-plasma,324,15,23,85,6,14,419,362,89.50276243093923,Fòram na Gàidhlig
kf5-solid,518,42,28,141,12,6,610,588,88.09523809523809,Fòram na Gàidhlig
kf5-sonnet,663,16,4,72,3,1,901,683,97.07174231332357,Fòram na Gàidhlig
kf6-baloo,278,162,216,59,30,46,305,656,42.3780487804878,Fòram na Gàidhlig
kf6-kauth,39,34,0,5,3,0,48,73,53.42465753424658,Fòram na Gàidhlig
kf6-kbookmarks,89,79,11,18,18,2,112,179,49.72067039106145,Fòram na Gàidhlig
kf6-kcmutils,30,49,44,6,4,16,35,123,24.390243902439025,Fòram na Gàidhlig
kf6-kcodecs,233,137,0,48,5,0,287,370,62.972972972972975,Fòram na Gàidhlig
kf6-kcompletion,15,3,0,9,2,0,19,18,83.33333333333334,Fòram na Gàidhlig
kf6-kconfig,219,138,193,89,62,53,302,550,39.81818181818182,Fòram na Gàidhlig
kf6-kconfigwidgets,242,49,21,82,25,10,336,312,77.56410256410257,Fòram na Gàidhlig
kf6-kcoreaddons,191,137,146,67,28,66,201,474,40.29535864978903,Fòram na Gàidhlig
kf6-kdbusaddons,48,0,0,6,0,0,63,48,100.0,Fòram na Gàidhlig
kf6-kdeclarative,81,0,88,7,0,14,96,169,47.928994082840234,Fòram na Gàidhlig
kf6-kdesu,19,0,0,7,0,0,20,19,100.0,Fòram na Gàidhlig
kf6-kdnssd,3,0,0,3,0,0,3,3,100.0,Fòram na Gàidhlig
kf6-kdoctools,8,0,0,4,0,0,18,8,100.0,Fòram na Gàidhlig
