package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
appcenter,0,0,765,0,0,181,0,765,0.0,LANGUAGE <LL@li.org>
deja-dup,0,0,2097,0,0,334,0,2097,0.0,Chechen <ce@li.org>
dippi,0,0,397,0,0,53,0,397,0.0,none
elementary-calculator,0,0,80,0,0,37,0,80,0.0,LANGUAGE <LL@li.org>
elementary-calendar,0,0,484,0,0,184,0,484,0.0,LANGUAGE <LL@li.org>
elementary-capnet-assist,0,0,81,0,0,13,0,81,0.0,none
elementary-code,2,5,805,1,2,195,2,812,0.24630541871921183,LANGUAGE <LL@li.org>
elementary-files,0,0,2818,0,0,548,0,2818,0.0,LANGUAGE <LL@li.org>
elementary-greeter,0,0,76,0,0,18,0,76,0.0,
elementary-music,0,0,1137,0,0,329,0,1137,0.0,LANGUAGE <LL@li.org>
elementary-photos,0,0,3775,0,0,793,0,3775,0.0,LANGUAGE <LL@li.org>
elementary-screenshot-tool,0,0,129,0,0,41,0,129,0.0,LANGUAGE <LL@li.org>
elementary-shortcut-overlay,0,0,82,0,0,37,0,82,0.0,none
elementary-terminal,0,0,286,0,0,66,0,286,0.0,
elementary-videos,0,0,150,0,0,52,0,150,0.0,
ephemeral,0,0,1809,0,0,207,0,1809,0.0,none
granite,0,0,150,0,0,68,0,150,0.0,
harvey,0,0,57,0,0,12,0,57,0.0,none
iso-codes,278,0,708,202,0,218,269,986,28.1947261663286,Chechen <https://hosted.weblate.org/projects/iso-codes/iso-3166-1/ce/>
lightdm,0,0,84,0,0,4,0,84,0.0,Chechen <ce@li.org>
nutty,0,0,608,0,0,152,0,608,0.0,
onboard,0,0,2318,0,0,510,0,2318,0.0,Chechen <ce@li.org>
optimizer,0,0,282,0,0,75,0,282,0.0,none
pantheon-agent-geoclue2,0,0,99,0,0,17,0,99,0.0,LANGUAGE <LL@li.org>
pantheon-agent-polkit,0,0,20,0,0,10,0,20,0.0,LANGUAGE <LL@li.org>
pastebinit,0,0,195,0,0,29,0,195,0.0,Chechen <ce@li.org>
sequeler,0,0,1352,0,0,275,0,1352,0.0,
simple-scan,0,0,589,0,0,145,0,589,0.0,Chechen <ce@li.org>
slick-greeter,11,0,200,6,0,41,14,211,5.213270142180095,Chechen <ce@li.org>
stellarium,1,0,26768,1,0,6966,1,26769,0.0037356643879113897,Chechen <ce@li.org>
switchboard,0,0,61,0,0,18,0,61,0.0,LANGUAGE <LL@li.org>
switchboard-plug-a11y,0,0,182,0,0,65,0,182,0.0,LANGUAGE <LL@li.org>
switchboard-plug-about,0,0,94,0,0,28,0,94,0.0,LANGUAGE <LL@li.org>
switchboard-plug-applications,0,0,86,0,0,32,0,86,0.0,none
switchboard-plug-bluetooth,0,0,74,0,0,28,0,74,0.0,none
switchboard-plug-display,0,0,113,0,0,47,0,113,0.0,LANGUAGE <LL@li.org>
switchboard-plug-keyboard,0,0,404,0,0,157,0,404,0.0,none
switchboard-plug-mouse-touchpad,0,0,150,0,0,51,0,150,0.0,none
switchboard-plug-networking,0,0,444,0,0,129,0,444,0.0,
switchboard-plug-notifications,0,0,139,0,0,20,0,139,0.0,none
switchboard-plug-pantheon-shell,0,0,153,0,0,59,0,153,0.0,
switchboard-plug-printers,0,0,336,0,0,138,0,336,0.0,LANGUAGE <LL@li.org>
switchboard-plug-sharing,0,0,130,0,0,28,0,130,0.0,none
switchboard-plug-sound,0,0,131,0,0,46,0,131,0.0,
ufw,0,0,879,0,0,181,0,879,0.0,Chechen <ce@li.org>
vocal,0,0,377,0,0,79,0,377,0.0,Chechen <ce@li.org>
wingpanel,0,0,6,0,0,1,0,6,0.0,none
wingpanel-applications-menu,0,0,222,0,0,73,0,222,0.0,
wingpanel-indicator-bluetooth,0,0,15,0,0,9,0,15,0.0,none
wingpanel-indicator-datetime,0,0,14,0,0,4,0,14,0.0,
wingpanel-indicator-keyboard,0,0,10,0,0,4,0,10,0.0,
wingpanel-indicator-network,0,0,76,0,0,22,0,76,0.0,none
wingpanel-indicator-nightlight,0,0,16,0,0,6,0,16,0.0,
wingpanel-indicator-notifications,0,0,16,0,0,7,0,16,0.0,none
wingpanel-indicator-power,0,0,93,0,0,27,0,93,0.0,none
wingpanel-indicator-session,0,0,57,0,0,18,0,57,0.0,none
wingpanel-indicator-sound,0,0,14,0,0,6,0,14,0.0,none
