package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
abrt,0,0,3230,0,0,390,0,3230,0.0,Kirgyz (http://www.transifex.com/projects/p/fedora-abrt/language/ky/)
anaconda,0,0,7147,0,0,1191,0,7147,0.0,Kirghiz
appcenter,0,0,757,0,0,177,0,757,0.0,LANGUAGE <LL@li.org>
asunder,7,0,488,7,0,84,8,495,1.4141414141414141,http://littlesvr.ca/ostd/
atril,737,0,1055,283,0,130,727,1792,41.127232142857146,Kyrgyz (https://www.transifex.com/mate/teams/13566/ky/)
audacious,278,0,482,168,0,158,266,760,36.578947368421055,Kyrgyz (http://www.transifex.com/audacious/audacious/language/ky/)
audacious-plugins,682,0,3252,374,0,514,707,3934,17.33604473817997,Kyrgyz (http://www.transifex.com/audacious/audacious/language/ky/)
audience,0,0,106,0,0,48,0,106,0.0,
banshee,1228,1972,1032,462,458,186,1179,4232,29.017013232514177,
bison,52,0,0,9,0,0,53,52,100.0,Kirghiz <i18n-team-ky-kyrgyz@lists.sourceforge.net>
bleachbit,360,0,620,142,0,79,343,980,36.734693877551024,Kirghiz <ky@li.org>
blender,2001,0,0,1324,0,0,1998,2001,100.0,Kirghiz <kyrgyzl10n@gmail.com>
blivet-gui,0,0,762,0,0,220,0,762,0.0,Kirghiz
caja,2018,0,7338,746,0,771,1798,9356,21.569046601111587,Kyrgyz (https://www.transifex.com/mate/teams/13566/ky/)
caja-extensions,61,0,509,23,0,108,47,570,10.701754385964913,Kyrgyz (https://www.transifex.com/mate/teams/13566/ky/)
certmonger,0,0,2855,0,0,477,0,2855,0.0,Kirgyz (http://www.transifex.com/projects/p/certmonger/language/ky/)
cheese,576,0,0,125,0,0,441,576,100.0,Kirghiz <gnome-i18n@gnome.org>
cinnamon-desktop,231,0,0,31,0,0,200,231,100.0,Kirghiz <gnome-i18n@gnome.org>
cinnamon-translations,669,0,17009,295,0,3687,687,17678,3.784364747143342,Kirghiz <ky@li.org>
control-center,1780,26,1672,695,11,415,1661,3478,51.178838412880964,Kirghiz <gnome-i18n@gnome.org>
dasher,471,0,0,182,0,0,472,471,100.0,
deluge,2,0,2726,2,0,876,2,2728,0.07331378299120235,Kirghiz <ky@li.org>
dippi,0,0,397,0,0,53,0,397,0.0,none
dnf-plugins-extras,0,0,375,0,0,75,0,375,0.0,Kirghiz
