package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
blivet-gui,0,0,703,0,0,184,0,703,0.0,Bengali (Bangladesh)
calibre,278,0,151986,61,0,17672,262,152264,0.18257762832974309,Bengali (Bangladesh) (http://www.transifex.com/calibre/calibre/language/bn_BD/)
fonts-tweak-tool,0,0,164,0,0,49,0,164,0.0,Bengali (Bangladesh)
modem-manager-gui,334,0,1098,80,0,319,355,1432,23.324022346368714,Bengali (Bangladesh) (http://www.transifex.com/ethereal/modem-manager-gui/language/bn_BD/)
policycoreutils,0,0,7678,0,0,1078,0,7678,0.0,Bengali (Bangladesh) (http://www.transifex.com/projects/p/fedora/language/bn_BD/)
rhn-client-tools,0,0,4057,0,0,420,0,4057,0.0,LANGUAGE <LL@li.org>
rhnsd,0,0,33,0,0,9,0,33,0.0,LANGUAGE <LL@li.org>
squirrelmail,18710,0,0,3291,0,0,19807,18710,100.0,Bengali <ankur-bd-l10n@googlegroups.com>
uget,560,10,461,236,2,123,591,1031,54.31619786614937,Bengali (Bangladesh) (http://www.transifex.com/uget/uget/language/bn_BD/)
yum-rhn-plugin,0,0,147,0,0,17,0,147,0.0,LANGUAGE <LL@li.org>
