package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
sugar-abacus,3,0,31,3,0,22,3,34,8.823529411764707,LANGUAGE <LL@li.org>
sugar-browse,14,0,120,9,0,32,14,134,10.44776119402985,LANGUAGE <LL@li.org>
sugar-clock,0,0,59,0,0,18,0,59,0.0,LANGUAGE <LL@li.org>
sugar-deducto,0,0,109,0,0,23,0,109,0.0,LANGUAGE <LL@li.org>
sugar-finance,2,0,141,2,0,30,2,143,1.3986013986013985,LANGUAGE <LL@li.org>
sugar-fototoon,1,0,76,1,0,32,1,77,1.2987012987012987,LANGUAGE <LL@li.org>
sugar-fractionbounce,0,0,68,0,0,23,0,68,0.0,LANGUAGE <LL@li.org>
sugar-getiabooks,4,0,77,2,0,29,4,81,4.938271604938271,LANGUAGE <LL@li.org>
sugar-implode,2,0,76,2,0,19,2,78,2.564102564102564,LANGUAGE <LL@li.org>
sugar-infoslicer,2,0,182,2,0,54,2,184,1.0869565217391304,LANGUAGE <LL@li.org>
sugar-labyrinth,10,0,271,8,0,86,10,281,3.558718861209965,LANGUAGE <LL@li.org>
sugar-measure,5,0,150,3,0,70,5,155,3.225806451612903,LANGUAGE <LL@li.org>
sugar-memorize,2,0,138,2,0,71,2,140,1.4285714285714286,LANGUAGE <LL@li.org>
sugar-moon,2,0,115,2,0,31,2,117,1.7094017094017095,LANGUAGE <LL@li.org>
sugar-paint,5,0,83,5,0,46,5,88,5.681818181818182,LANGUAGE <LL@li.org>
sugar-physics,2,0,46,2,0,26,2,48,4.166666666666666,LANGUAGE <LL@li.org>
sugar-pippy,5,0,104,4,0,27,5,109,4.587155963302752,LANGUAGE <LL@li.org>
sugar-ruler,0,0,29,0,0,8,0,29,0.0,LANGUAGE <LL@li.org>
sugar-speak,3,0,214,3,0,69,3,217,1.3824884792626728,LANGUAGE <LL@li.org>
sugar-typing-turtle,2,1,572,2,1,123,2,575,0.34782608695652173,LANGUAGE <LL@li.org>
sugar-visualmatch,1,0,157,1,0,77,1,158,0.6329113924050633,LANGUAGE <LL@li.org>
