package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
atril,287,0,3555,104,0,535,332,3842,7.470067673086935,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
caja,8356,0,1167,1431,0,137,9429,9523,87.74545836396094,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
caja-extensions,44,0,540,11,0,124,48,584,7.534246575342466,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
csound,2455,2496,14029,564,480,2351,3189,18980,12.934668071654373,
engrampa,153,0,1862,60,0,320,184,2015,7.5930521091811425,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
eom,64,0,1716,52,0,290,72,1780,3.5955056179775284,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
glpi,14162,0,0,3610,0,0,16340,14162,100.0,Spanish (Colombia) (https://www.transifex.com/glpi/teams/1637/es_CO/)
gnomebaker,757,16,413,123,3,165,872,1186,63.82799325463744,Spanish (Colombia) <es_CO@li.org>
libgweather,664,0,0,235,0,0,735,664,100.0,Spanish <gnome-es-list@gnome.org>
libmatekbd,243,0,8,41,0,2,297,251,96.81274900398407,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
libmatemixer,6,0,236,5,0,121,6,242,2.479338842975207,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
libmateweather,499,0,0,183,0,0,577,499,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
marco,46,0,4172,16,0,406,56,4218,1.0905642484589853,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-applets,2136,0,13691,527,0,1069,2653,15827,13.495924685663741,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-backgrounds,30,0,21,21,0,7,32,51,58.82352941176471,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-calc,48,0,3130,48,0,671,55,3178,1.5103838892385149,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-control-center,107,0,8426,80,0,1392,131,8533,1.2539552326262744,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-desktop,68,0,2288,17,0,288,89,2356,2.886247877758913,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-icon-theme,4,0,0,2,0,0,5,4,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-media,14,0,224,13,0,87,15,238,5.88235294117647,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-menus,97,0,0,37,0,0,118,97,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-notification-daemon,139,0,0,37,0,0,170,139,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-panel,428,0,6240,171,0,617,501,6668,6.418716256748651,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-polkit,122,0,0,20,0,0,130,122,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-power-manager,34,0,5160,24,0,557,43,5194,0.6546014632268001,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-screensaver,17,0,979,9,0,149,25,996,1.706827309236948,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-sensors-applet,25,0,2142,21,0,206,34,2167,1.1536686663590217,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-session-manager,79,0,626,29,0,98,106,705,11.205673758865247,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-settings-daemon,179,0,1661,33,0,241,192,1840,9.728260869565217,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-system-monitor,63,0,4416,39,0,576,83,4479,1.406563965170797,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-terminal,1051,0,7362,230,0,563,1196,8413,12.492571021038868,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-themes,58,0,12,11,0,10,67,70,82.85714285714286,Spanish (Colombia) (http://www.transifex.com/mate/MATE/language/es_CO/)
mate-user-admin,6,0,564,6,0,123,6,570,1.0526315789473684,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-user-guide,73,0,40748,47,0,2884,89,40821,0.17882952401949975,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mate-utils,242,0,9966,97,0,1004,308,10208,2.3706896551724137,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
mozo,42,0,0,16,0,0,45,42,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
pluma,455,0,12509,200,0,1598,512,12964,3.509719222462203,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
powertop,0,0,698,0,0,202,0,698,0.0,Spanish (Colombia) (http://www.transifex.com/projects/p/PowerTOP/language/es_CO/)
pulseeffects,2208,0,0,1053,0,0,2472,2208,100.0,
python-caja,6,0,0,2,0,0,6,6,100.0,Spanish (Colombia) (https://www.transifex.com/mate/teams/13566/es_CO/)
python-django,3264,0,392,747,0,77,3603,3656,89.27789934354486,Spanish (Colombia) (http://www.transifex.com/django/django/language/es_CO/)
python-django-helpdesk,1121,0,2120,163,0,347,1161,3241,34.58809009564949,Spanish (Colombia) (http://www.transifex.com/projects/p/django-helpdesk/language/es_CO/)
python2-django1.11,3401,0,189,761,0,54,3746,3590,94.73537604456824,Spanish (Colombia) (http://www.transifex.com/django/django/language/es_CO/)
tryton,1574,0,0,421,0,0,1881,1574,100.0,
trytond,2648,0,0,1209,0,0,3188,2648,100.0,
trytond-account,2743,0,0,1220,0,0,3294,2743,100.0,
trytond-account-invoice,1028,0,0,375,0,0,1230,1028,100.0,
trytond-account-invoice-history,2,0,0,1,0,0,3,2,100.0,
trytond-account-invoice-line-standalone,10,0,0,4,0,0,16,10,100.0,
trytond-account-product,296,0,0,95,0,0,359,296,100.0,
trytond-account-statement,231,0,0,127,0,0,346,231,100.0,
trytond-account-stock-anglo-saxon,74,0,0,12,0,0,78,74,100.0,
trytond-account-stock-continental,325,0,0,69,0,0,345,325,100.0,
trytond-analytic-account,184,0,0,95,0,0,210,184,100.0,
trytond-analytic-invoice,13,0,0,3,0,0,14,13,100.0,
trytond-analytic-purchase,22,0,0,4,0,0,25,22,100.0,
trytond-analytic-sale,13,0,0,3,0,0,14,13,100.0,
trytond-company,118,0,0,77,0,0,139,118,100.0,
trytond-company-work-time,18,0,0,5,0,0,23,18,100.0,
trytond-country,7539,0,0,5243,0,0,7586,7539,100.0,
trytond-currency,469,0,0,233,0,0,553,469,100.0,
trytond-dashboard,35,0,0,22,0,0,47,35,100.0,
trytond-google-maps,2,0,0,1,0,0,3,2,100.0,
trytond-ldap-authentication,10,0,0,1,0,0,9,10,100.0,
trytond-party,268,0,0,152,0,0,333,268,100.0,
trytond-party-siret,18,0,0,5,0,0,19,18,100.0,
trytond-product,375,0,0,210,0,0,433,375,100.0,
trytond-product-cost-fifo,24,0,0,4,0,0,22,24,100.0,
trytond-product-cost-history,27,0,0,14,0,0,31,27,100.0,
trytond-product-price-list,74,0,0,32,0,0,93,74,100.0,
trytond-project,143,0,0,62,0,0,151,143,100.0,
trytond-project-plan,83,0,0,46,0,0,108,83,100.0,
trytond-project-revenue,12,0,0,8,0,0,16,12,100.0,
trytond-purchase,571,0,0,292,0,0,699,571,100.0,
trytond-purchase-invoice-line-standalone,51,0,0,22,0,0,65,51,100.0,
trytond-sale,536,0,0,268,0,0,637,536,100.0,
trytond-sale-opportunity,320,0,0,174,0,0,380,320,100.0,
trytond-sale-price-list,5,0,0,2,0,0,8,5,100.0,
trytond-stock,1203,0,0,563,0,0,1434,1203,100.0,
trytond-stock-forecast,174,0,0,81,0,0,220,174,100.0,
trytond-stock-inventory-location,17,0,0,11,0,0,17,17,100.0,
trytond-stock-location-sequence,1,0,0,1,0,0,1,1,100.0,
trytond-stock-product-location,23,0,0,14,0,0,32,23,100.0,
trytond-stock-supply,147,0,0,58,0,0,155,147,100.0,
trytond-stock-supply-day,27,0,0,18,0,0,36,27,100.0,
trytond-timesheet,278,0,0,131,0,0,341,278,100.0,
visualboyadvance-m,0,0,2393,0,0,895,0,2393,0.0,Spanish (Colombia) (http://www.transifex.com/bgk/vba-m/language/es_CO/)
wicd,13,0,1125,3,0,251,17,1138,1.1423550087873462,es_CO <LL@li.org>
xfe,2744,3172,121,900,164,28,3303,6037,45.45303958919993,Spanish
xreader,11,0,1658,10,0,371,12,1669,0.659077291791492,Spanish (Colombia) (http://www.transifex.com/mate/MATE/language/es_CO/)
