package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
GConf2,22,0,4010,11,0,470,29,4032,0.5456349206349206,Sinhala <en@li.org>
Thunar,86,23,4040,38,8,690,103,4149,2.0727886237647626,American English <kde-i18n-doc@kde.org>
accerciser,65,0,294,57,0,105,78,359,18.105849582172702,Sinhala <en@li.org>
aisleriot,395,195,1397,160,79,310,335,1987,19.879214896829392,Sinhala <en@li.org>
alacarte,74,0,0,30,0,0,99,74,100.0,Sinhala <en@li.org>
anaconda,225,0,7586,40,0,1245,224,7811,2.880553066188708,Sinhala (http://www.transifex.com/projects/p/anaconda/language/si/)
anjuta,1293,0,5945,468,0,1498,1426,7238,17.864050842774247,Sinhala <en@li.org>
apostrophe,102,16,373,24,10,120,102,491,20.773930753564155,
asunder,13,0,479,12,0,79,15,492,2.642276422764228,http://littlesvr.ca/ostd/
atril,218,0,3624,126,0,513,270,3842,5.674128058302967,Sinhala (https://www.transifex.com/mate/teams/13566/si/)
audacious,382,0,398,190,0,143,430,780,48.97435897435897,Sinhala (http://www.transifex.com/audacious/audacious/language/si/)
audacious-plugins,2193,0,1785,568,0,332,2369,3978,55.12820512820513,Sinhala (http://www.transifex.com/audacious/audacious/language/si/)
authconfig,86,0,843,27,0,110,89,929,9.257265877287406,Sinhala (http://www.transifex.com/projects/p/fedora/language/si/)
blivet-gui,0,0,925,0,0,242,0,925,0.0,Sinhala
blueberry,0,0,148,0,0,37,0,148,0.0,Sinhalese <si@li.org>
bzr,0,0,33249,0,0,2353,0,33249,0.0,Sinhalese <si@li.org>
caja,1983,0,7540,648,0,920,2159,9523,20.823269977948126,Sinhala (https://www.transifex.com/mate/teams/13566/si/)
caja-extensions,8,0,576,7,0,128,17,584,1.36986301369863,Sinhala (https://www.transifex.com/mate/teams/13566/si/)
calibre,20,0,158982,16,0,18232,25,159002,0.012578458132602105,Sinhala (http://www.transifex.com/calibre/calibre/language/si/)
caribou,123,0,77,51,0,9,140,200,61.5,Sinhala <si@li.org>
catfish,160,0,627,61,0,57,184,787,20.330368487928844,Sinhala (https://www.transifex.com/xfce/teams/16840/si/)
certmonger,0,0,2831,0,0,473,0,2831,0.0,Sinhala (http://www.transifex.com/projects/p/certmonger/language/si/)
cinnamon-control-center,550,59,704,550,40,166,551,1313,41.88880426504189,Sinhala <en@li.org>
cinnamon-desktop,3,14,217,1,2,29,3,234,1.282051282051282,Sinhala <en@li.org>
cinnamon-translations,1056,0,19903,424,0,4221,1202,20959,5.038408321007681,Sinhalese <si@li.org>
clamtk,0,0,464,0,0,140,0,464,0.0,Sinhalese <si@li.org>
clementine,0,0,5127,0,0,1361,0,5127,0.0,Sinhala (Sri Lanka) (http://www.transifex.com/davidsansome/clementine/language/si_LK/)
coin,0,0,252,0,0,50,0,252,0.0,none
console-setup,978,15,8,170,3,5,845,1001,97.7022977022977,Sinhala <info@hanthana.org>
dasher,95,0,348,63,0,110,109,443,21.44469525959368,Sinhala <en@li.org>
deepin-metacity,75,0,7984,38,0,477,96,8059,0.9306365554038962,Sinhala <en@li.org>
deepin-mutter,75,0,7984,38,0,477,96,8059,0.9306365554038962,Sinhala <en@li.org>
deepin-terminal,108,0,0,19,0,0,113,108,100.0,Sinhala <en@li.org>
deepin-wm,0,0,732,0,0,89,0,732,0.0,Sinhalese <si@li.org>
deja-dup,79,0,1966,45,0,285,104,2045,3.8630806845965773,Sinhalese <si@li.org>
deluge,2651,0,77,864,0,14,2560,2728,97.17741935483872,Sinhalese <si@li.org>
dippi,0,0,397,0,0,53,0,397,0.0,none
dnf-plugins-extras,0,0,375,0,0,75,0,375,0.0,Sinhala
docker-anaconda-addon,0,0,27,0,0,4,0,27,0.0,Sinhala
ekiga,83,0,5062,68,0,697,110,5145,1.6132167152575316,Sinhala <en@li.org>
elementary-calculator,5,0,100,5,0,39,8,105,4.761904761904762,LANGUAGE <LL@li.org>
elementary-calendar,307,117,208,133,33,52,320,632,48.575949367088604,Sinhala <https://weblate.elementary.io/projects/calendar/calendar/si/>
elementary-camera,29,9,27,7,3,8,32,65,44.61538461538462,Sinhala <https://weblate.elementary.io/projects/camera/camera/si/>
elementary-capnet-assist,0,0,82,0,0,14,0,82,0.0,none
elementary-code,203,97,795,68,18,161,196,1095,18.538812785388128,Sinhala <https://weblate.elementary.io/projects/code/code/si/>
elementary-files,24,32,2596,10,10,511,25,2652,0.904977375565611,Sinhala <https://weblate.elementary.io/projects/files/files/si/>
elementary-greeter,76,0,0,18,0,0,76,76,100.0,Sinhala <https://weblate.elementary.io/projects/desktop/greeter/si/>
elementary-music,9,6,1293,9,4,353,12,1308,0.6880733944954129,Sinhalese <si@li.org>
elementary-photos,0,0,3910,0,0,806,0,3910,0.0,LANGUAGE <LL@li.org>
elementary-screenshot-tool,0,0,212,0,0,55,0,212,0.0,LANGUAGE <LL@li.org>
elementary-shortcut-overlay,0,0,95,0,0,39,0,95,0.0,none
elementary-sideload,1,0,223,1,0,43,1,224,0.4464285714285714,Sinhala <https://l10n.elementary.io/projects/desktop/sideload/si/>
elementary-terminal,0,0,442,0,0,90,0,442,0.0,
elementary-videos,0,0,322,0,0,86,0,322,0.0,
engrampa,544,0,7344,186,0,659,595,7888,6.896551724137931,Sinhala (https://www.transifex.com/mate/teams/13566/si/)
entangle,0,0,953,0,0,229,0,953,0.0,Sinhala
eog,357,0,599,157,0,74,396,956,37.34309623430963,Sinhala <en@li.org>
eom,273,0,4904,141,0,419,324,5177,5.273324319103728,Sinhala (https://www.transifex.com/mate/teams/13566/si/)
epiphany,197,0,3864,127,0,756,282,4061,4.8510219157842895,Sinhala <en@li.org>
