package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
dippi,0,0,1537,0,0,254,0,1537,0.0,none
elementary-code,0,0,1572,0,0,294,0,1572,0.0,LANGUAGE <LL@li.org>
elementary-files,0,0,2538,0,0,551,0,2538,0.0,LANGUAGE <LL@li.org>
elementary-icon-theme,0,0,349,0,0,63,0,349,0.0,none
elementary-mail,0,0,861,0,0,207,0,861,0.0,
elementary-music,0,0,207,0,0,41,0,207,0.0,LANGUAGE <LL@li.org>
elementary-notifications,0,0,40,0,0,8,0,40,0.0,none
gala,0,0,281,0,0,60,0,281,0.0,none
granite,0,0,498,0,0,118,0,498,0.0,
granite-7,0,0,369,0,0,86,0,369,0.0,
gtkspell3,8,2,6,4,1,2,11,16,50.0,Sotho <info@mosekolatranslation.co.za>
harvey,0,0,182,0,0,33,0,182,0.0,none
isomaster,6,0,668,6,0,101,6,674,0.8902077151335311,http://littlesvr.ca/ostd/
libreoffice,28618,14414,128053,9308,7258,22170,37391,171085,16.727357746149572,LANGUAGE <LL@li.org>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
regextester,0,0,104,0,0,31,0,104,0.0,none
sugar,0,1,2304,0,1,528,0,2305,0.0,LANGUAGE <LL@li.org>
sugar-clock,0,0,66,0,0,21,0,66,0.0,LANGUAGE <LL@li.org>
sugar-implode,0,0,77,0,0,20,0,77,0.0,LANGUAGE <LL@li.org>
wingpanel,0,0,57,0,0,10,0,57,0.0,none
wingpanel-indicator-a11y,0,0,55,0,0,17,0,55,0.0,none
wingpanel-indicator-bluetooth,0,0,80,0,0,30,0,80,0.0,none
wingpanel-indicator-datetime,0,0,103,0,0,25,0,103,0.0,
wingpanel-indicator-keyboard,0,0,56,0,0,17,0,56,0.0,
