package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
GConf2,3832,72,50,443,11,7,3414,3954,96.91451694486595,Mongolian <openmn-translation@lists.sourceforge.net>
abrt,0,0,3230,0,0,390,0,3230,0.0,Mongolian (http://www.transifex.com/projects/p/fedora-abrt/language/mn/)
aisleriot,772,625,590,246,204,99,596,1987,38.85254151987921,Mongolian <openmn-core@lists.sf.net>
alacarte,42,0,0,16,0,0,40,42,100.0,Mongolian <openmn-translation@lists.sourceforge.net>
alleyoop,285,0,57,76,0,11,259,342,83.33333333333334,Mongolian <openmn-core@lists.sf.net>
aspell,1555,87,84,267,13,13,1294,1726,90.09269988412515,Mongolian <openmn-translation@lists.sourceforge.net>
asunder,13,0,467,13,0,74,15,480,2.7083333333333335,http://littlesvr.ca/ostd/
atk,375,0,0,126,0,0,298,375,100.0,Mongolian <openmn-translation@lists.sf.net>
atril,1256,0,505,317,0,86,1196,1761,71.32311186825667,Mongolian (http://www.transifex.com/mate/MATE/language/mn/)
baobab,14,135,391,8,41,77,13,540,2.5925925925925926,Mongolian <openmn-core@lists.sf.net>
blivet-gui,0,0,699,0,0,187,0,699,0.0,Mongolian
blueberry,2,0,139,2,0,32,2,141,1.4184397163120568,Mongolian <mn@li.org>
caja,3031,0,6167,643,0,850,2649,9198,32.95281582952816,Mongolian (http://www.transifex.com/mate/MATE/language/mn/)
calibre,253,0,152011,208,0,17525,255,152264,0.166158776861241,Mongolian (http://www.transifex.com/calibre/calibre/language/mn/)
certmonger,0,0,2478,0,0,415,0,2478,0.0,Mongolian (http://www.transifex.com/projects/p/certmonger/language/mn/)
cinnamon-desktop,108,0,123,13,0,18,89,231,46.75324675324675,Mongolian <openmn-core@lists.sf.net>
cinnamon-session,8,40,353,2,14,53,5,401,1.99501246882793,Mongolian <openmn-core@lists.sf.net>
cinnamon-settings-daemon,408,129,497,70,32,69,328,1034,39.458413926499034,Mongolian <openmn-translation@lists.sourceforge.net>
cinnamon-translations,17,0,1514,8,0,487,16,1531,1.1103853690398433,Mongolian <openmn-translation@lists.sourceforge.net>
compat-gtkhtml314,915,0,0,406,0,0,954,915,100.0,Mongolian <openmn-translation@lists.sourceforge.net>
control-center,3548,0,0,778,0,0,3065,3548,100.0,Mongolian <openmn-translation@lists.sourceforge.net>
dasher,311,0,0,113,0,0,293,311,100.0,Mongolian <openmn-translation@lists.sourceforge.net>
dia,426,221,5064,185,101,1760,405,5711,7.459289091227456,Mongolian <openmn-core@lists.sf.net>
dnf-plugin-system-upgrade,0,0,211,0,0,36,0,211,0.0,Mongolian
dnf-plugins-extras,0,0,375,0,0,75,0,375,0.0,Mongolian
docker-anaconda-addon,0,0,27,0,0,4,0,27,0.0,Mongolian
ekiga,6342,0,0,796,0,0,5041,6342,100.0,Mongolian <openmn-gnome@lists.sf.net>
engrampa,626,0,1309,149,0,204,510,1935,32.35142118863049,Mongolian (http://www.transifex.com/mate/MATE/language/mn/)
entangle,0,0,935,0,0,209,0,935,0.0,Mongolian
eog,324,143,90,88,30,32,280,557,58.16876122082585,Mongolian <openmn-core@lists.sf.net>
eom,115,0,1616,41,0,286,103,1731,6.643558636626228,Mongolian (http://www.transifex.com/mate/MATE/language/mn/)
