package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
atril,8,0,1800,7,0,413,22,1808,0.4424778761061947,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
engrampa,9,0,2026,9,0,414,22,2035,0.4422604422604423,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
eom,14,0,1755,14,0,327,27,1769,0.791407574901074,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
libgweather,664,0,0,235,0,0,735,664,100.0,Spanish <gnome-es-list@gnome.org>
libmatekbd,1,0,307,1,0,90,1,308,0.3246753246753247,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
libmateweather,433,0,66,167,0,16,503,499,86.77354709418837,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-applets,1649,9,10300,377,3,898,2166,11958,13.789931426659976,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-calc,8,0,1546,8,0,473,21,1554,0.5148005148005148,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-control-center,19,0,3271,13,0,1123,33,3290,0.5775075987841946,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-media,4,0,235,3,0,96,5,239,1.6736401673640167,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-menu,4,0,304,4,0,106,4,308,1.2987012987012987,Spanish (Dominican Republic) (http://www.transifex.com/mate/MATE/language/es_DO/)
mate-panel,37,0,6690,27,0,775,83,6727,0.5500222982012785,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-power-manager,8,0,2665,8,0,405,21,2673,0.29928918817807704,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-sensors-applet,10,0,303,10,0,99,23,313,3.1948881789137378,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-session-manager,5,0,707,5,0,126,5,712,0.7022471910112359,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-settings-daemon,43,0,2154,6,0,312,45,2197,1.957214383249886,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-system-monitor,17,0,1497,13,0,316,34,1514,1.1228533685601056,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
mate-themes,0,0,70,0,0,21,0,70,0.0,Spanish (Dominican Republic) (http://www.transifex.com/mate/MATE/language/es_DO/)
mate-utils,6,0,2522,4,0,178,32,2528,0.23734177215189875,Spanish (Dominican Republic) (https://www.transifex.com/mate/teams/13566/es_DO/)
