package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
atril,8,0,1800,7,0,413,22,1808,0.4424778761061947,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
engrampa,9,0,2026,9,0,414,22,2035,0.4422604422604423,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
eom,14,0,1755,14,0,327,27,1769,0.791407574901074,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
gnomebaker,159,0,1027,46,0,245,174,1186,13.406408094435077,Spanish (Costa Rica) <es_CR@li.org>
libgweather,664,0,0,235,0,0,735,664,100.0,Spanish <gnome-es-list@gnome.org>
libmatekbd,1,0,307,1,0,90,1,308,0.3246753246753247,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
libmateweather,362,0,137,154,0,29,426,499,72.54509018036072,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-applets,1642,9,10307,374,3,901,2157,11958,13.731393209566816,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-calc,7,0,1547,7,0,474,20,1554,0.45045045045045046,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-control-center,18,0,3272,12,0,1124,32,3290,0.547112462006079,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-media,4,0,235,3,0,96,5,239,1.6736401673640167,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-menu,4,0,304,4,0,106,4,308,1.2987012987012987,Spanish (Costa Rica) (http://www.transifex.com/mate/MATE/language/es_CR/)
mate-panel,37,0,6690,27,0,775,83,6727,0.5500222982012785,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-power-manager,8,0,2665,8,0,405,21,2673,0.29928918817807704,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-sensors-applet,10,0,303,10,0,99,23,313,3.1948881789137378,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-session-manager,5,0,707,5,0,126,5,712,0.7022471910112359,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-settings-daemon,43,0,2154,6,0,312,45,2197,1.957214383249886,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-system-monitor,17,0,1497,13,0,316,34,1514,1.1228533685601056,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
mate-themes,0,0,70,0,0,21,0,70,0.0,Spanish (Costa Rica) (http://www.transifex.com/mate/MATE/language/es_CR/)
mate-utils,6,0,2522,4,0,178,32,2528,0.23734177215189875,Spanish (Costa Rica) (https://www.transifex.com/mate/teams/13566/es_CR/)
visualboyadvance-m,0,0,2393,0,0,895,0,2393,0.0,Spanish (Costa Rica) (http://www.transifex.com/bgk/vba-m/language/es_CR/)
